id	text	tag
N004.jpg	07-352	O
N004.jpg	849812	O
N004.jpg	SIMPLIFIED	O
N004.jpg	TAX	O
N004.jpg	INVOICE	O
N004.jpg	  	O
N004.jpg	CASH	O
N004.jpg	Doe	O
N004.jpg	No	O
N004.jpg	CS00031664	B-CARDINAL
N004.jpg	É??	O
N004.jpg	Date	O
N004.jpg	26/12/2018	B-DATE
N004.jpg	 	O
N004.jpg	 	O
N004.jpg	 	O
N004.jpg	 	O
N004.jpg	  	O
N004.jpg	∂Ω	O
N004.jpg	USER	O
N004.jpg	Time	O
N004.jpg	12.31.00	O
N004.jpg	Sak.	O
N004.jpg	ap	O
N004.jpg	Ret	O
N004.jpg	fom	O
N004.jpg	Qty	O
N004.jpg	Amount	O
N004.jpg	Tax	O
N004.jpg	∂ú8318	O
N004.jpg	1	
N004.jpg	8091	B-MONEY
N004.jpg	8091	B-MONEY
N004.jpg	SR	O
N004.jpg	ELEGANT	O
N004.jpg	SCH	O
N004.jpg	TR	O
N004.jpg	BAG	O
N004.jpg	15	O
N004.jpg	Total	O
N004.jpg	Qty	O
N004.jpg	1	O
N004.jpg	8091	B-MONEY
N004.jpg	Total	O
N004.jpg	Sales	O
N004.jpg	(Excluding	O
N004.jpg	GST)	O
N004.jpg	60.91	O
N004.jpg	Discount	O
N004.jpg	0	O
N004.jpg	Total	O
N004.jpg	GST	O
N004.jpg	0.00	O
N004.jpg	Rounding	O
N004.jpg	1	O
N004.jpg	elusive	O
N004.jpg	of	O
N004.jpg	GST)	O
N004.jpg	80.90	O
N004.jpg	CASH	O
N004.jpg	:	O
N004.jpg	É??	O
N004.jpg	100.00	O
N004.jpg	Change:	O
N004.jpg	19.10	O
N004.jpg	1	O
N004.jpg	|	O
N004.jpg	Amt(RM)	O
N004.jpg	É??	O
N004.jpg	Tax	O
N004.jpg	80.91	O
N004.jpg	000!	O
N004.jpg	Total	O
N004.jpg	8091	B-MONEY
N004.jpg	0.09	O
N004.jpg	 	O
N004.jpg	 	O
N004.jpg	ARE	O
N004.jpg	NOT	O
N004.jpg	REFUNDABLE,	O
N004.jpg	ONLY	O
N005.jpg	tan	B-ORG
N005.jpg	woon	I-ORG
N005.jpg	yann	I-ORG
N005.jpg	MR	O
N005.jpg	(M4)	O
N005.jpg	SON	O
N005.jpg	BHD	O
N005.jpg	(CO.REG	O
N005.jpg	:	O
N005.jpg	{OT	O
N005.jpg	&	O
N005.jpg	JALAN	O
N005.jpg	KPB	O
N005.jpg	6	O
N005.jpg	KAWASAN	O
N005.jpg	PERINDUSTRIAN	O
N005.jpg	BALAKONG,	O
N005.jpg	43300	O
N005.jpg	KEMBANGAN,	O
N005.jpg	SELANGOR	O
N005.jpg	(TESCO	O
N005.jpg	PUTRA	O
N005.jpg	NILAI)	O
N005.jpg	 	O
N005.jpg	AUTO	O
N005.jpg	ECO	O
N005.jpg	ASH	O
N005.jpg	&	O
N005.jpg	SHINE	O
N005.jpg	∂ú51000	O
N005.jpg	It	O
N005.jpg	WA4S-/2A	O
N005.jpg	-	O
N005.jpg	12	O
N005.jpg	∂ú916500133	O
N005.jpg	3.11	O
N005.jpg	"""ECO"	O
N005.jpg	AUTO	O
N005.jpg	WASH	O
N005.jpg	&HAX	O
N005.jpg	EW-1000~-11.	O
N005.jpg	A	O
N005.jpg	12	O
N005.jpg	16500126	O
N005.jpg	1X	O
N005.jpg	4.62	O
N005.jpg	4.62	O
N005.jpg	277ml	O
N005.jpg	MOQ	O
N005.jpg	2572	O
N005.jpg	WASS-A	O
N005.jpg	-	O
N005.jpg	24	O
N005.jpg	84	O
N005.jpg	TX	O
N005.jpg	KLEENSO	O
N005.jpg	AJAIB	O
N005.jpg	99	O
N005.jpg	SERAT	O
N005.jpg	WANYI	O
N005.jpg	WOOO	O
N005.jpg	-	O
N005.jpg	15	O
N005.jpg	51400385	O
N005.jpg	145	O
N005.jpg	ERCHTEF	O
N005.jpg	7138682PCS	O
N005.jpg	6/900	O
N005.jpg	 	O
N005.jpg	  	O
N005.jpg	  	O
N005.jpg	 	O
N005.jpg	 	O
N005.jpg	 	O
N005.jpg	1X	O
N005.jpg	4,5	O
N005.jpg	4.50	O
N005.jpg	Item(s)	O
N005.jpg	:	O
N005.jpg	5	O
N005.jpg	Qty(s)	O
N005.jpg	:	O
N005.jpg	5	O
N005.jpg	Tota]	O
N005.jpg	RM	O
N005.jpg	30,9)	B-MONEY
N005.jpg	ROUNDING	O
N005.jpg	ADJUST	O
N005.jpg	RM	O
N005.jpg	0.01	O
N005.jpg	TOTAL	O
N005.jpg	ROUNDED,	O
N005.jpg	RM	O
N005.jpg	30.90	B-MONEY
N005.jpg	CASH	O
N005.jpg	RM	O
N005.jpg	51.00	O
N005.jpg	CHANGE	O
N005.jpg	RM	O
N005.jpg	20.10	O
N005.jpg	+	O
N005.jpg	*	O
N005.jpg	18/11/2018	B-DATE
N005.jpg	2163	O
N005.jpg	12	O
N005.jpg	RO00002902	O
N005.jpg	CASHTER	O
N005.jpg	EXCHANGE	O
N005.jpg	ARE	O
N005.jpg	ALLOWED	O
N005.jpg	WITHIN	O
N005.jpg	7	O
N005.jpg	DAYS	O
N005.jpg	WITH	O
N005.jpg	RECEIPT.	O
N005.jpg	STRICTLY	O
N005.jpg	NO	O
N005.jpg	CASH	O
N005.jpg	REFUND,	O
N006.jpg	tan	B-ORG
N006.jpg	chay	I-ORG
N006.jpg	yee	I-ORG
N006.jpg	ABC	O
N006.jpg	HO	O
N006.jpg	TRADING	O
N006.jpg	No,2&4,	O
N006.jpg	JALAN	O
N006.jpg	HARMONT	O
N006.jpg	3/2,	O
N006.jpg	TAMAN	O
N006.jpg	DESA	O
N006.jpg	HARMONT	O
N006.jpg	81100	O
N006.jpg	JOHOR	O
N006.jpg	BAHRU.JOHOR	O
N006.jpg	07-355	O
N006.jpg	2616	O
N006.jpg	Cash	O
N006.jpg	Bill	O
N006.jpg	Date	O
N006.jpg	09/01/2019	B-DATE
N006.jpg	08:01:11	O
N006.jpg	PM	O
N006.jpg	Cashier:	O
N006.jpg	OL	O
N006.jpg	Description	O
N006.jpg	Qty	O
N006.jpg	Price	O
N006.jpg	Amount	O
N006.jpg	so	O
N006.jpg	RM	O
N006.jpg	RM	O
N006.jpg	2	O
N006.jpg	15.50	O
N006.jpg	31.00	B-MONEY
N006.jpg	  	O
N006.jpg	 	O
N006.jpg	Total	O
N006.jpg	Amount:	O
N006.jpg	Cash	O
N006.jpg	Received	O
N006.jpg	Change	O
N006.jpg	:	O
N006.jpg	70.00	O
N006.jpg	*Goods	O
N006.jpg	Sold	O
N006.jpg	are	O
N006.jpg	É??**Thank	O
N006.jpg	You***	O
N006.jpg	3)	O
N006.jpg	0	O
N006.jpg	"É??*""Please"	O
N006.jpg	Come	O
N006.jpg	Again***	O
N006.jpg	 	O
N007.jpg	tan	B-ORG
N007.jpg	chay	I-ORG
N007.jpg	yee	I-ORG
N007.jpg	SOON	O
N007.jpg	HUAT	O
N007.jpg	MACHINERY	O
N007.jpg	ENTERPRISE	O
N007.jpg	(JM0352019-K)	O
N007.jpg	NO.53	O
N007.jpg	JALAN	O
N007.jpg	PUTRA	O
N007.jpg	1	O
N007.jpg	TAMAN	O
N007.jpg	SRI	O
N007.jpg	PUTRA,	O
N007.jpg	81200	O
N007.jpg	JOHOR	O
N007.jpg	BAHRU	O
N007.jpg	JOHOR	O
N007.jpg	TEL	O
N007.jpg	|	O
N007.jpg	07-5547360	O
N007.jpg	/016-7993391	O
N007.jpg	FAX	O
N007.jpg	:	O
N007.jpg	07-5624059	O
N007.jpg	SOONHUAT2000@HOTMAIL.COM	O
N007.jpg	GST	O
N007.jpg	ID	O
N007.jpg	:	O
N007.jpg	2116837376	O
N007.jpg	   	O
N007.jpg	  	O
N007.jpg	 	O
N007.jpg	CASH	O
N007.jpg	Doc	O
N007.jpg	No.	O
N007.jpg	Date:	O
N007.jpg	11/01/2019	B-DATE
N007.jpg	Cashier	O
N007.jpg	USER	O
N007.jpg	Time:	O
N007.jpg	09:44:00	O
N007.jpg	Ret.	O
N007.jpg	Tak	O
N007.jpg	 	O
N007.jpg	80.00	O
N007.jpg	REPAIR	O
N007.jpg	ENGINE	O
N007.jpg	POWER	O
N007.jpg	SPRAYER	O
N007.jpg	(1UNIT)	O
N007.jpg	workmanship	O
N007.jpg	&	O
N007.jpg	service	O
N007.jpg	70549	O
N007.jpg	1	O
N007.jpg	160.00	O
N007.jpg	160.00	O
N007.jpg	GIANT	O
N007.jpg	606	O
N007.jpg	OVERFLOW	O
N007.jpg	ASSY	O
N007.jpg	1071	O
N007.jpg	1	O
N007.jpg	17.00	O
N007.jpg	17.00	O
N007.jpg	17.00	O
N007.jpg	ENGINE	O
N007.jpg	70791	O
N007.jpg	1	O
N007.jpg	10.00	O
N007.jpg	1000	O
N007.jpg	10.00	O
N007.jpg	GREASE	O
N007.jpg	FOR	O
N007.jpg	TOOLS	O
N007.jpg	40ML	O
N007.jpg	(AKODA)	O
N007.jpg	70637	O
N007.jpg	1	O
N007.jpg	6.00	O
N007.jpg	∂∏	O
N007.jpg	6.00	O
N007.jpg	6.00	O
N007.jpg	EY20	O
N007.jpg	PLUG	O
N007.jpg	CHAMPION	O
N007.jpg	1643	O
N007.jpg	1	O
N007.jpg	goo	O
N007.jpg	8.00	O
N007.jpg	8.00	O
N007.jpg	STARTER	O
N007.jpg	TALI	O
N007.jpg	70197	O
N007.jpg	1	O
N007.jpg	10.00	O
N007.jpg	10.00	O
N007.jpg	10.00	O
N007.jpg	EY20	O
N007.jpg	STARTER	O
N007.jpg	HANDLE	O
N007.jpg	70561	O
N007.jpg	18.00	O
N007.jpg	18.00	O
N007.jpg	36.00	O
N007.jpg	HO40	O
N007.jpg	1L	O
N007.jpg	COTIN	O
N007.jpg	9	O
N007.jpg	TotalSales	O
N007.jpg		O
N007.jpg	327.00	B-MONEY
N007.jpg	Discount	O
N007.jpg	0.00	O
N007.jpg	Total	O
N007.jpg	0.00	O
N007.jpg	Rounding	O
N007.jpg	0	O
N007.jpg	Total	O
N007.jpg	Sales	O
N007.jpg	:	O
N007.jpg	327.00	O
N007.jpg	CASH	O
N007.jpg	:	O
N007.jpg	327.00	B-MONEY
N007.jpg	Change	O
N007.jpg	:	O
N007.jpg	0.00	O
N007.jpg	GOODS	O
N007.jpg	SOLD	O
N007.jpg	ARE	O
N007.jpg	NOT	O
N007.jpg	RETURNABLE,	O
N007.jpg	THANK	O
N007.jpg	YOU.	O
N008.jpg	tan	B-ORG
N008.jpg	chay	I-ORG
N008.jpg	yee	I-ORG
N008.jpg	HOTOR	O
N008.jpg	(	O
N008.jpg	SUNGAT	O
N008.jpg	RENGIT	O
N008.jpg	)	O
N008.jpg	SON,	O
N008.jpg	Bt.	O
N008.jpg	(	O
N008.jpg	801580-T	O
N008.jpg	)	O
N008.jpg	No.	O
N008.jpg	343	O
N008.jpg	Jalan	O
N008.jpg	Kurau,	O
N008.jpg	Sungai	O
N008.jpg	Rengit,	O
N008.jpg	81620	O
N008.jpg	Pengerang,	O
N008.jpg	Johor.	O
N008.jpg	el	O
N008.jpg	07-8263254	O
N008.jpg	Fax:	O
N008.jpg	07-8266888	O
N008.jpg	INVOICE	O
N008.jpg	TTEM/DESC.	O
N008.jpg	U.PRICE	O
N008.jpg	4132	O
N008.jpg	1	O
N008.jpg	20.00	O
N008.jpg	20.	O
N008.jpg	0	O
N008.jpg	CROCS	O
N008.jpg	300X17	O
N008.jpg	TUBES	O
N008.jpg	SUB	O
N008.jpg	TOTAL	O
N008.jpg	:	O
N008.jpg	20.00	B-MONEY
N008.jpg	ROUNDING	O
N008.jpg	ADJUSTMENT	O
N008.jpg	:	O
N008.jpg	0.00	O
N008.jpg	GRAND	O
N008.jpg	TOTAL	O
N008.jpg	:	O
N008.jpg	20.00	B-MONEY
N008.jpg	CASH:	O
N008.jpg	É??	O
N008.jpg	20.00	B-MONEY
N008.jpg	CHANGE	O
N008.jpg	:	O
N008.jpg	0.00	O
N008.jpg	23/01/2019	B-DATE
N008.jpg	13:14:15	O
N008.jpg	PM,	O
N008.jpg	PRINT	O
N008.jpg	BY:	O
N008.jpg	root	O
N008.jpg	TOKEN	O
N008.jpg	NO:	O
N008.jpg	0	O
N008.jpg	STATION	O
N008.jpg	ID:	O
N008.jpg	Al,	O
N008.jpg	PID:	O
N008.jpg	POS	O
N008.jpg	INVOICE	O
N008.jpg	NO:	O
N008.jpg	22497	O
N008.jpg	Thanks	O
N008.jpg	Your	O
N008.jpg	Support	O
N008.jpg	4	O
N008.jpg	WwW	O
N008.jpg	0)	O
N009.jpg	HOME	B-ORG
N009.jpg	MASTER	I-ORG
N009.jpg	HARDWARE	I-ORG
N009.jpg	&	I-ORG
N009.jpg	ELECTRICAL	I-ORG
N009.jpg	NQ.113G	O
N009.jpg	&	O
N009.jpg	JALAN	O
N009.jpg	SETIA	O
N009.jpg	GEMBILANG	O
N009.jpg	BANDAR	O
N009.jpg	SETIA	O
N009.jpg	ALAM,	O
N009.jpg	40770	O
N009.jpg	BANDAR	O
N009.jpg	SETIA	O
N009.jpg	ALAM,	O
N009.jpg	SELANGOR,	O
N009.jpg	Company	O
N009.jpg	Reg	O
N009.jpg	Na.	O
N009.jpg	GST	O
N009.jpg	Reg	O
N009.jpg	No.	O
N009.jpg	1837511166	O
N009.jpg	TAK	O
N009.jpg	INVOICE	O
N009.jpg	∂ÆCS	O
N009.jpg	87832	O
N009.jpg	Date:	O
N009.jpg	22/12/2017	B-DATE
N009.jpg	14:03	O
N009.jpg	Cashler	O
N009.jpg	#:	O
N009.jpg	CASHIER	O
N009.jpg	RM	O
N009.jpg	Code	O
N009.jpg	M.ONE	O
N009.jpg	TAPE	O
N009.jpg	1.00	O
N009.jpg	∂æ	O
N009.jpg	15.90	O
N009.jpg	15.90	O
N009.jpg	Sh	O
N009.jpg	Subtotal:	O
N009.jpg	75.90	O
N009.jpg	TotalExclofGST	O
N009.jpg	45.00	O
N009.jpg	Tota!	O
N009.jpg	Incl.	O
N009.jpg	of	O
N009.jpg	GST	O
N009.jpg	15.90	O
N009.jpg	TotalAmtRounded	O
N009.jpg	45.90	O
N009.jpg	Payment	O
N009.jpg	:	O
N009.jpg	Change	O
N009.jpg	Due	O
N009.jpg	:	O
N009.jpg	34.10	O
N009.jpg	Total	O
N009.jpg	SG	O
N009.jpg	Amouni(RM)	O
N009.jpg	Tax	O
N009.jpg	(RM)	O
N009.jpg	SR	O
N009.jpg	@a%	O
N009.jpg	18.00	O
N009.jpg	ARY	O
N009.jpg	GOODS	O
N009.jpg	RETURN	O
N009.jpg	PLEASE	O
N009.jpg	0	O
N009.jpg	WITHIN	O
N009.jpg	∂Ω	O
N009.jpg	CAYS	O
N009.jpg	WITH	O
N009.jpg	ORIGINAL	O
N009.jpg	RECEIPT	O
N009.jpg	TaÉ?ù	O
N010.jpg	RESTORAN	B-ORG
N010.jpg	HASSANBISTRO	I-ORG
N010.jpg	NO.2-1-1	O
N010.jpg	JALAN	O
N010.jpg	PRIMA	O
N010.jpg	Q	O
N010.jpg	U	O
N010.jpg	13/0	O
N010.jpg	SETI,	O
N010.jpg	al	O
N010.jpg	AM	O
N010.jpg	40170	O
N010.jpg	SHAW	O
N010.jpg	ALAM	O
N010.jpg	TAX	O
N010.jpg	INVOICE	O
N010.jpg	TERMINAL	O
N010.jpg	:	O
N010.jpg	Cl	O
N010.jpg	CASHTER	O
N010.jpg	:	O
N010.jpg	HASSAN	O
N010.jpg	BILL	O
N010.jpg	NO:	O
N010.jpg	É?™1-0170778	O
N010.jpg	DATE	O
N010.jpg	:	O
N010.jpg	12/28/2017	B-DATE
N010.jpg	10:17:32	O
N010.jpg	PM	O
N010.jpg	TOKEN	O
N010.jpg	:	O
N010.jpg	CTI	O
N010.jpg	TABLE	O
N010.jpg	:	O
N010.jpg	Pru.	O
N010.jpg	Bt	O
N010.jpg	Qty	O
N010.jpg	U.Price	O
N010.jpg	GST	O
N010.jpg	Total	O
N010.jpg	1	O
N010.jpg	18.00	O
N010.jpg	0	O
N010.jpg	15.00	B-MONEY
N010.jpg	zp	O
N010.jpg	oe	O
N010.jpg	Total	O
N010.jpg	Qty	O
N010.jpg	=	O
N010.jpg	1.00	O
N010.jpg	Sub.	O
N010.jpg	Total	O
N010.jpg	Sees	O
N010.jpg	ee	O
N010.jpg	Discount	O
N010.jpg	Total	O
N010.jpg	Excl.8%	O
N010.jpg	GS]	O
N010.jpg	RW	O
N010.jpg	GST	O
N010.jpg	6%	O
N010.jpg	fy	O
N010.jpg	Total	O
N010.jpg	Incl.6%	O
N010.jpg	Gst	O
N010.jpg	Rx	O
N010.jpg	ea	O
N010.jpg	Rounding	O
N010.jpg	RH	O
N010.jpg	re	O
N010.jpg	py	O
N010.jpg	ee	O
N010.jpg	Be	O
N010.jpg	CHANGE	O
N010.jpg	nee	O
N010.jpg	nnn	O
N010.jpg	0	O
N010.jpg	Thank	O
N010.jpg	Again.	O
N010.jpg	28/12/2017	B-DATE
N010.jpg	22:17PM	O
N011.jpg	HOME	B-ORG
N011.jpg	MASTER	I-ORG
N011.jpg	HARDWARE	I-ORG
N011.jpg	&	I-ORG
N011.jpg	ELECTRICAL	I-ORG
N011.jpg	NQ.113G	O
N011.jpg	&	O
N011.jpg	JALAN	O
N011.jpg	SETIA	O
N011.jpg	GEMBILANG	O
N011.jpg	BANDAR	O
N011.jpg	SETIA	O
N011.jpg	ALAM,	O
N011.jpg	40770	O
N011.jpg	BANDAR	O
N011.jpg	SETIA	O
N011.jpg	ALAM,	O
N011.jpg	SELANGOR,	O
N011.jpg	Company	O
N011.jpg	Reg	O
N011.jpg	Na.	O
N011.jpg	GST	O
N011.jpg	Reg	O
N011.jpg	No.	O
N011.jpg	1837511166	O
N011.jpg	TAK	O
N011.jpg	INVOICE	O
N011.jpg	∂ÆCS	O
N011.jpg	87832	O
N011.jpg	Date:	O
N011.jpg	22/12/2017	B-DATE
N011.jpg	14:03	O
N011.jpg	Cashler	O
N011.jpg	#:	O
N011.jpg	CASHIER	O
N011.jpg	RM	O
N011.jpg	Code	O
N011.jpg	M.ONE	O
N011.jpg	TAPE	O
N011.jpg	1.00	O
N011.jpg	∂æ	O
N011.jpg	15.90	O
N011.jpg	15.90	O
N011.jpg	Sh	O
N011.jpg	Subtotal:	O
N011.jpg	75.90	O
N011.jpg	TotalExclofGST	O
N011.jpg	45.00	O
N011.jpg	Tota!	O
N011.jpg	Incl.	O
N011.jpg	of	O
N011.jpg	GST	O
N011.jpg	15.90	B-MONEY
N011.jpg	TotalAmtRounded	O
N011.jpg	45.90	O
N011.jpg	Payment	O
N011.jpg	:	O
N011.jpg	Change	O
N011.jpg	Due	O
N011.jpg	:	O
N011.jpg	34.10	O
N011.jpg	Total	O
N011.jpg	SG	O
N011.jpg	Amouni(RM)	O
N011.jpg	Tax	O
N011.jpg	(RM)	O
N011.jpg	SR	O
N011.jpg	@a%	O
N011.jpg	18.00	O
N011.jpg	ARY	O
N011.jpg	GOODS	O
N011.jpg	RETURN	O
N011.jpg	PLEASE	O
N011.jpg	0	O
N011.jpg	WITHIN	O
N011.jpg	∂Ω	O
N011.jpg	CAYS	O
N011.jpg	WITH	O
N011.jpg	ORIGINAL	O
N011.jpg	RECEIPT	O
N011.jpg	TaÉ?ù	O
N012.jpg	 	O
N012.jpg	 	O
N012.jpg	 	O
N012.jpg	Bill	O
N012.jpg	No	O
N012.jpg	Date	O
N012.jpg	Cashier	O
N012.jpg	:	O
N012.jpg	123	O
N012.jpg	Pax	O
N012.jpg	1	O
N012.jpg	 	O
N012.jpg	THAI	B-ORG
